Name,Star,Number,AREA,URL
Maharaja chat bhandar,4.4,7,Caranzalem,https://www.google.com/maps/search/Maharaja+chat+bhandar+Caranzalem
Pure Ice Cream,4.6,14,Caranzalem,https://www.google.com/maps/search/Pure+Ice+Cream+Caranzalem
Henjoy ventures (Belchick ),5.0,2,Caranzalem,https://www.google.com/maps/search/Henjoy+ventures+%28Belchick+%29+Caranzalem
SHEV PURI Chat and Panipuri Point,3.7,7,Caranzalem,https://www.google.com/maps/search/SHEV+PURI+Chat+and+Panipuri+Point+Caranzalem
CRISPY CHICKEN,4.0,1,Caranzalem,https://www.google.com/maps/search/CRISPY+CHICKEN+Caranzalem
Zamzam Chicken Centre,5.0,1,Caranzalem,https://www.google.com/maps/search/Zamzam+Chicken+Centre+Caranzalem
Kobe Sizzlers,3.3,34,Caranzalem,https://www.google.com/maps/search/Kobe+Sizzlers+Caranzalem
Rockys Chinese Fast Food,5.0,3,Caranzalem,https://www.google.com/maps/search/Rockys+Chinese+Fast+Food+Caranzalem
Dough Bros,3.0,1,Caranzalem,https://www.google.com/maps/search/Dough+Bros+Caranzalem
Café Central,4.5,1100,Caranzalem,https://www.google.com/maps/search/Caf%C3%A9+Central+Caranzalem
Unique Restaurent And Bar,3.2,28,Caranzalem,https://www.google.com/maps/search/Unique+Restaurent+And+Bar+Caranzalem
Ben and Sand,4.0,2900,Caranzalem,https://www.google.com/maps/search/Ben+and+Sand+Caranzalem
GGB - Green Grain Bowl,4.6,52,Caranzalem,https://www.google.com/maps/search/GGB+-+Green+Grain+Bowl+Caranzalem
Cafe Lilliput,3.9,8900,Caranzalem,https://www.google.com/maps/search/Cafe+Lilliput+Caranzalem
Bombay Coffee Roasters,4.2,689,Caranzalem,https://www.google.com/maps/search/Bombay+Coffee+Roasters+Caranzalem
Pallavi Restaurant,5.0,2,Caranzalem,https://www.google.com/maps/search/Pallavi+Restaurant+Caranzalem
Umao Vail Fern Spot,5.0,4,Caranzalem,https://www.google.com/maps/search/Umao+Vail+Fern+Spot+Caranzalem
The Red Ginger,4.4,2500,Caranzalem,https://www.google.com/maps/search/The+Red+Ginger+Caranzalem
Cafe Sateri,5.0,1,Caranzalem,https://www.google.com/maps/search/Cafe+Sateri+Caranzalem
JUBILEE RESTAURANT,4.5,8,Caranzalem,https://www.google.com/maps/search/JUBILEE+RESTAURANT+Caranzalem
Hog Worth,4.5,194,Caranzalem,https://www.google.com/maps/search/Hog+Worth+Caranzalem
The Bombay Sultaani Biryani House- Goa,3.9,7,Caranzalem,https://www.google.com/maps/search/The+Bombay+Sultaani+Biryani+House-+Goa+Caranzalem
Chulha - Biryani Hub,5.0,1,Caranzalem,https://www.google.com/maps/search/Chulha+-+Biryani+Hub+Caranzalem
Costa Fast Food & Café,4.3,27,Caranzalem,https://www.google.com/maps/search/Costa+Fast+Food+%26+Caf%C3%A9+Caranzalem
Hyper Panda,4.2,6,Caranzalem,https://www.google.com/maps/search/Hyper+Panda+Caranzalem
The food hub,5.0,1,Caranzalem,https://www.google.com/maps/search/The+food+hub+Caranzalem
Tasmin's Kitchen,5.0,1,Caranzalem,https://www.google.com/maps/search/Tasmin%27s+Kitchen+Caranzalem
Atish's Ruchik Catering & Take Away,3.7,3,Caranzalem,https://www.google.com/maps/search/Atish%27s+Ruchik+Catering+%26+Take+Away+Caranzalem
Backyard Cafe by Nikita,4.7,72,Chorao,https://www.google.com/maps/search/Backyard+Cafe+by+Nikita+Chorao
Blue Moon Family Restaurant & Bar,4.3,1800,Chorao,https://www.google.com/maps/search/Blue+Moon+Family+Restaurant+%26+Bar+Chorao
Lafayette Restaurant and Bar,3.7,38,Chorao,https://www.google.com/maps/search/Lafayette+Restaurant+and+Bar+Chorao
ROCK INN Restaurant & Bar,4.2,381,Chorao,https://www.google.com/maps/search/ROCK+INN+Restaurant+%26+Bar+Chorao
Kuttikar Bar And Restaurant,4.3,1300,Chorao,https://www.google.com/maps/search/Kuttikar+Bar+And+Restaurant+Chorao
Hidden Heart - Family Restaurant and Bar,4.2,107,Chorao,https://www.google.com/maps/search/Hidden+Heart+-+Family+Restaurant+and+Bar+Chorao
Avinash Bar and Restaurant,4.5,529,Chorao,https://www.google.com/maps/search/Avinash+Bar+and+Restaurant+Chorao
Lemon Chilli,4.8,1100,Chorao,https://www.google.com/maps/search/Lemon+Chilli+Chorao
GENE’s - Restaurant By The Riverside,4.2,2100,Chorao,https://www.google.com/maps/search/GENE%E2%80%99s+-+Restaurant+By+The+Riverside+Chorao
Copperleaf Porvorim,4.4,10000,Chorao,https://www.google.com/maps/search/Copperleaf+Porvorim+Chorao
RAECHADO RESTAURANT & BAR,4.6,36,Chorao,https://www.google.com/maps/search/RAECHADO+RESTAURANT+%26+BAR+Chorao
Meenali Bar and Restaurant,4.8,16,Chorao,https://www.google.com/maps/search/Meenali+Bar+and+Restaurant+Chorao
SKY DINING GOA,4.9,19,Chorao,https://www.google.com/maps/search/SKY+DINING+GOA+Chorao
Mistur Kud Family Restaurant with Bar - Best Seafood restaurant in old Goa,4.4,384,Chorao,https://www.google.com/maps/search/Mistur+Kud+Family+Restaurant+with+Bar+-+Best+Seafood+restaurant+in+old+Goa+Chorao
Neelima Bar And Kitchen,4.1,49,Chorao,https://www.google.com/maps/search/Neelima+Bar+And+Kitchen+Chorao
MISU Restaurant & Bar,4.1,299,Chorao,https://www.google.com/maps/search/MISU+Restaurant+%26+Bar+Chorao
Mhambrey Bar,4.4,106,Chorao,https://www.google.com/maps/search/Mhambrey+Bar+Chorao
Urban Anna | Pure Veg Restaurant,4.5,252,Chorao,https://www.google.com/maps/search/Urban+Anna+%7C+Pure+Veg+Restaurant+Chorao
Saish bar and restaurant,4.5,85,Chorao,https://www.google.com/maps/search/Saish+bar+and+restaurant+Chorao
Island Bar & Restaurant,4.6,52,Chorao,https://www.google.com/maps/search/Island+Bar+%26+Restaurant+Chorao
Aapa's Bar & Restaurant,4.1,120,Chorao,https://www.google.com/maps/search/Aapa%27s+Bar+%26+Restaurant+Chorao
Cafe LOVIE,4.7,32,Chorao,https://www.google.com/maps/search/Cafe+LOVIE+Chorao
Friend's Corner by Yellow Peppers,4.5,107,Chorao,https://www.google.com/maps/search/Friend%27s+Corner+by+Yellow+Peppers+Chorao
NUSTEBAR Seafood Restaurant,4.5,291,Chorao,https://www.google.com/maps/search/NUSTEBAR+Seafood+Restaurant+Chorao
O Coqueiro,4.2,2700,Chorao,https://www.google.com/maps/search/O+Coqueiro+Chorao
Hospedaria Venite Restaurant & Bar,4.4,1100,Chorao,https://www.google.com/maps/search/Hospedaria+Venite+Restaurant+%26+Bar+Chorao
Aiden Family Restaurant and Bar,4.7,10,Chorao,https://www.google.com/maps/search/Aiden+Family+Restaurant+and+Bar+Chorao
Ajit bar and restaurant,4.6,32,Chorao,https://www.google.com/maps/search/Ajit+bar+and+restaurant+Chorao
Killian Restaurant,5.0,11,Chorao,https://www.google.com/maps/search/Killian+Restaurant+Chorao
Plated Restaurant and Bar Porvorim,3.0,82,Chorao,https://www.google.com/maps/search/Plated+Restaurant+and+Bar+Porvorim+Chorao
Shailesh Restaurant,4.7,15,Chorao,https://www.google.com/maps/search/Shailesh+Restaurant+Chorao
Sai Mauli Restaurant,4.5,438,Chorao,https://www.google.com/maps/search/Sai+Mauli+Restaurant+Chorao
Pranay Cafe,3.9,58,Chorao,https://www.google.com/maps/search/Pranay+Cafe+Chorao
XL Bar And Family Restaurant,4.6,16,Chorao,https://www.google.com/maps/search/XL+Bar+And+Family+Restaurant+Chorao
K M RESTAURANT,4.5,55,Chorao,https://www.google.com/maps/search/K+M+RESTAURANT+Chorao
Addy's Restaurant,4.8,53,Chorao,https://www.google.com/maps/search/Addy%27s+Restaurant+Chorao
Avinash (Sweety) Bar and Restaurant,4.0,150,Chorao,https://www.google.com/maps/search/Avinash+%28Sweety%29+Bar+and+Restaurant+Chorao
Neighbourhood Resto,4.9,19,Chorao,https://www.google.com/maps/search/Neighbourhood+Resto+Chorao
Mango Tree,4.1,6800,Chorao,https://www.google.com/maps/search/Mango+Tree+Chorao
Rock-Shell Bar & Restaurant,4.3,27,Chorao,https://www.google.com/maps/search/Rock-Shell+Bar+%26+Restaurant+Chorao
VIVA GOA - Bar & Restaurant,4.6,25,Chorao,https://www.google.com/maps/search/VIVA+GOA+-+Bar+%26+Restaurant+Chorao
Hoble's River Lounge,3.8,420,Chorao,https://www.google.com/maps/search/Hoble%27s+River+Lounge+Chorao
Rajesh family Restaurant and Bar,4.3,46,Chorao,https://www.google.com/maps/search/Rajesh+family+Restaurant+and+Bar+Chorao
Kenny's Backyard Family Restaurant & Bar,4.7,30,Chorao,https://www.google.com/maps/search/Kenny%27s+Backyard+Family+Restaurant+%26+Bar+Chorao
Devta Family Restaurant And Bar,3.8,36,Chorao,https://www.google.com/maps/search/Devta+Family+Restaurant+And+Bar+Chorao
Ace of shawarma,5.0,8,Chorao,https://www.google.com/maps/search/Ace+of+shawarma+Chorao
kinara bar n restaurant,4.2,329,Chorao,https://www.google.com/maps/search/kinara+bar+n+restaurant+Chorao
Navtara Veg Restaurant,4.1,9600,Chorao,https://www.google.com/maps/search/Navtara+Veg+Restaurant+Chorao
Promods Restaurant,4.3,3,Chorao,https://www.google.com/maps/search/Promods+Restaurant+Chorao
Bao Family Restaurant and Bar,3.9,143,Chorao,https://www.google.com/maps/search/Bao+Family+Restaurant+and+Bar+Chorao
Makutsu - Japanese & Asian Bar,4.2,224,Chorao,https://www.google.com/maps/search/Makutsu+-+Japanese+%26+Asian+Bar+Chorao
Green Spice Restaurant,4.7,85,Chorao,https://www.google.com/maps/search/Green+Spice+Restaurant+Chorao
Fishtail Bar & Restaurant - Best Bar In Vagator Beach Goa,4.4,1400,Chorao,https://www.google.com/maps/search/Fishtail+Bar+%26+Restaurant+-+Best+Bar+In+Vagator+Beach+Goa+Chorao
Riverside family bar and restaurant,3.1,7,Chorao,https://www.google.com/maps/search/Riverside+family+bar+and+restaurant+Chorao
Shilpa Classic Restaurant,3.9,10,Chorao,https://www.google.com/maps/search/Shilpa+Classic+Restaurant+Chorao
Cardozo River View,4.8,6,Chorao,https://www.google.com/maps/search/Cardozo+River+View+Chorao
Sambar Goa,3.9,183,Chorao,https://www.google.com/maps/search/Sambar+Goa+Chorao
PhilCollins Family Restaurant and Bar,4.3,12,Chorao,https://www.google.com/maps/search/PhilCollins+Family+Restaurant+and+Bar+Chorao
Naguesh Restaurant,5.0,2,Chorao,https://www.google.com/maps/search/Naguesh+Restaurant+Chorao
Feliz - Coastal Cuisine and Grill,4.1,18,Chorao,https://www.google.com/maps/search/Feliz+-+Coastal+Cuisine+and+Grill+Chorao
Top Son's Bar,4.4,17,Chorao,https://www.google.com/maps/search/Top+Son%27s+Bar+Chorao
Water Fall Bar and Rest,4.0,4,Chorao,https://www.google.com/maps/search/Water+Fall+Bar+and+Rest+Chorao
Bradlee Bar and Restaurant,4.3,81,Chorao,https://www.google.com/maps/search/Bradlee+Bar+and+Restaurant+Chorao
Cuzinha food corner,5.0,1,Chorao,https://www.google.com/maps/search/Cuzinha+food+corner+Chorao
Nitin’s family Restaurant.,4.8,6,Chorao,https://www.google.com/maps/search/Nitin%E2%80%99s+family+Restaurant.+Chorao
Step Inn Bar & Restaurant,3.8,16,Chorao,https://www.google.com/maps/search/Step+Inn+Bar+%26+Restaurant+Chorao
Nilima Family Bar And Restaurant,4.1,612,Chorao,https://www.google.com/maps/search/Nilima+Family+Bar+And+Restaurant+Chorao
ST. Rita's Food Court,5.0,3,Chorao,https://www.google.com/maps/search/ST.+Rita%27s+Food+Court+Chorao
Biryani And Bites Cafe,4.7,14,Chorao,https://www.google.com/maps/search/Biryani+And+Bites+Cafe+Chorao
Fabs Bebinca,4.6,33,Chorao,https://www.google.com/maps/search/Fabs+Bebinca+Chorao
Cafe Harmalkar,4.4,8,Chorao,https://www.google.com/maps/search/Cafe+Harmalkar+Chorao
ValleyView Family Restaurant and Bar,5.0,7,Chorao,https://www.google.com/maps/search/ValleyView+Family+Restaurant+and+Bar+Chorao
DHURI OMLET PAV,4.3,15,Chorao,https://www.google.com/maps/search/DHURI+OMLET+PAV+Chorao
Poi & Rolls Adda,4.3,103,Chorao,https://www.google.com/maps/search/Poi+%26+Rolls+Adda+Chorao
Bus Stand Canteen,3.7,121,Chorao,https://www.google.com/maps/search/Bus+Stand+Canteen+Chorao
Shree Sawariya Restaurant,5.0,4,Chorao,https://www.google.com/maps/search/Shree+Sawariya+Restaurant+Chorao
Casa de Antojitos,4.8,11,Chorao,https://www.google.com/maps/search/Casa+de+Antojitos+Chorao
Teixeira's Fast Food,4.6,85,Chorao,https://www.google.com/maps/search/Teixeira%27s+Fast+Food+Chorao
New Leaf Restaurant,3.9,309,Chorao,https://www.google.com/maps/search/New+Leaf+Restaurant+Chorao
Royal Angel's Pool Palace,4.6,30,Chorao,https://www.google.com/maps/search/Royal+Angel%27s+Pool+Palace+Chorao
Krishna Sagar,3.9,201,Chorao,https://www.google.com/maps/search/Krishna+Sagar+Chorao
Harbour cafe,3.8,40,Chorao,https://www.google.com/maps/search/Harbour+cafe+Chorao
Conciana Restaurant,4.9,9,Chorao,https://www.google.com/maps/search/Conciana+Restaurant+Chorao
Comida - Modern All Day Dining,3.6,44,Chorao,https://www.google.com/maps/search/Comida+-+Modern+All+Day+Dining+Chorao
Shanta Durga Restaurant,4.8,5,Chorao,https://www.google.com/maps/search/Shanta+Durga+Restaurant+Chorao
Dilkhush Hotel,3.7,33,Chorao,https://www.google.com/maps/search/Dilkhush+Hotel+Chorao
Soham Restaurant,4.0,6,Chorao,https://www.google.com/maps/search/Soham+Restaurant+Chorao
Thirumalai restaurant,3.3,181,Chorao,https://www.google.com/maps/search/Thirumalai+restaurant+Chorao
Salgaonkar bar,5.0,5,Chorao,https://www.google.com/maps/search/Salgaonkar+bar+Chorao
Tanvi Bar & Restaurant,4.1,581,Chorao,https://www.google.com/maps/search/Tanvi+Bar+%26+Restaurant+Chorao
Shree restaurant and bar,4.6,7,Chorao,https://www.google.com/maps/search/Shree+restaurant+and+bar+Chorao
Xan & Ally's Snack Bar,4.7,21,Chorao,https://www.google.com/maps/search/Xan+%26+Ally%27s+Snack+Bar+Chorao
Salvador top junction,5.0,2,Chorao,https://www.google.com/maps/search/Salvador+top+junction+Chorao
Star Bar & Restaurant,3.8,144,Chorao,https://www.google.com/maps/search/Star+Bar+%26+Restaurant+Chorao
Meals On Wheels,4.1,9,Chorao,https://www.google.com/maps/search/Meals+On+Wheels+Chorao
We Knead Pizza Arao,4.9,179,Chorao,https://www.google.com/maps/search/We+Knead+Pizza+Arao+Chorao
Tandoori King,3.6,14,Chorao,https://www.google.com/maps/search/Tandoori+King+Chorao
The Island Sanctuary Villa,4.8,91,Chorao,https://www.google.com/maps/search/The+Island+Sanctuary+Villa+Chorao
Sant Tome Cafe Corner,4.6,9,Chorao,https://www.google.com/maps/search/Sant+Tome+Cafe+Corner+Chorao
The Philosopher’s Stove,5.0,9,Chorao,https://www.google.com/maps/search/The+Philosopher%E2%80%99s+Stove+Chorao
Rahul Fast Food,4.6,16,Chorao,https://www.google.com/maps/search/Rahul+Fast+Food+Chorao
Sunshine Bar,3.0,2,Chorao,https://www.google.com/maps/search/Sunshine+Bar+Chorao
Chicago Pizza - Panelim Tiswadi Goa | Best Pizza in Panelim Tiswadi Goa,3.9,111,Chorao,https://www.google.com/maps/search/Chicago+Pizza+-+Panelim+Tiswadi+Goa+%7C+Best+Pizza+in+Panelim+Tiswadi+Goa+Chorao
The Local Chef,4.9,7,Chorao,https://www.google.com/maps/search/The+Local+Chef+Chorao
Jardin D'ulysse,4.5,1500,Chorao,https://www.google.com/maps/search/Jardin+D%27ulysse+Chorao
Ajji's Tapri,5.0,1,Chorao,https://www.google.com/maps/search/Ajji%27s+Tapri+Chorao
Piccola Roma Pizza,4.2,2100,Chorao,https://www.google.com/maps/search/Piccola+Roma+Pizza+Chorao
Javin Snacks,4.3,24,Chorao,https://www.google.com/maps/search/Javin+Snacks+Chorao
Blue Bird,4.6,204,Chorao,https://www.google.com/maps/search/Blue+Bird+Chorao
Kashinath fast food,4.2,5,Chorao,https://www.google.com/maps/search/Kashinath+fast+food+Chorao
JW Kitchen,4.4,18,Chorao,https://www.google.com/maps/search/JW+Kitchen+Chorao
The Crown Goa,4.2,1500,Chorao,https://www.google.com/maps/search/The+Crown+Goa+Chorao
Goan bites,5.0,3,Chorao,https://www.google.com/maps/search/Goan+bites+Chorao
The Kitchen Table,4.5,51,Chorao,https://www.google.com/maps/search/The+Kitchen+Table+Chorao
River Isle Multicuisine Restaurant and Bar,4.4,60,Chorao,https://www.google.com/maps/search/River+Isle+Multicuisine+Restaurant+and+Bar+Chorao
Cake & Bake,4.9,16,Chorao,https://www.google.com/maps/search/Cake+%26+Bake+Chorao
Chicken Centre (786),3.0,1,Chorao,https://www.google.com/maps/search/Chicken+Centre+%28786%29+Chorao
Antares Restaurant & Beach Club,4.2,5600,Chorao,https://www.google.com/maps/search/Antares+Restaurant+%26+Beach+Club+Chorao
Casa De Cha,4.4,76,Chorao,https://www.google.com/maps/search/Casa+De+Cha+Chorao
500 Degrees,4.7,98,Chorao,https://www.google.com/maps/search/500+Degrees+Chorao
Sameer Bar and Reataurant,3.4,5,Chorao,https://www.google.com/maps/search/Sameer+Bar+and+Reataurant+Chorao
St Francisco Restaurant,4.6,7,Chorao,https://www.google.com/maps/search/St+Francisco+Restaurant+Chorao
Charlie Chang's Porvorim,4.2,219,Chorao,https://www.google.com/maps/search/Charlie+Chang%27s+Porvorim+Chorao
San Fast-food,4.0,4,Chorao,https://www.google.com/maps/search/San+Fast-food+Chorao
Fresh chicken centre,5.0,1,Chorao,https://www.google.com/maps/search/Fresh+chicken+centre+Chorao
Fresh Chicken at Ceaser's Barn,4.9,21,Chorao,https://www.google.com/maps/search/Fresh+Chicken+at+Ceaser%27s+Barn+Chorao
Samsar foods,4.0,1,Chorao,https://www.google.com/maps/search/Samsar+foods+Chorao
Spice Goa,4.4,5300,Mapusa,https://www.google.com/maps/search/Spice+Goa+Mapusa
MATSYA Restaurant,4.0,727,Mapusa,https://www.google.com/maps/search/MATSYA+Restaurant+Mapusa
Mapusa Deck Multicuisine Restaurant,4.1,66,Mapusa,https://www.google.com/maps/search/Mapusa+Deck+Multicuisine+Restaurant+Mapusa
Raanteli Multi Cuisine Family Restaurant & Bar by SK,4.5,286,Mapusa,https://www.google.com/maps/search/Raanteli+Multi+Cuisine+Family+Restaurant+%26+Bar+by+SK+Mapusa
Heera Classic Kitchen & Bar,4.1,912,Mapusa,https://www.google.com/maps/search/Heera+Classic+Kitchen+%26+Bar+Mapusa
Kamlabai Sea Food Restaurant,3.8,4700,Mapusa,https://www.google.com/maps/search/Kamlabai+Sea+Food+Restaurant+Mapusa
Hotel Le Jardin,4.2,1000,Mapusa,https://www.google.com/maps/search/Hotel+Le+Jardin+Mapusa
Navtara Veg Restaurant,4.4,12000,Mapusa,https://www.google.com/maps/search/Navtara+Veg+Restaurant+Mapusa
Vinayak Family Restaurant,4.3,8000,Mapusa,https://www.google.com/maps/search/Vinayak+Family+Restaurant+Mapusa
Saiba bar and restaurant(evening beautiful),4.3,1500,Mapusa,https://www.google.com/maps/search/Saiba+bar+and+restaurant%28evening+beautiful%29+Mapusa
Tulsi Cafe,4.0,1200,Mapusa,https://www.google.com/maps/search/Tulsi+Cafe+Mapusa
Sopo Goa,4.6,348,Mapusa,https://www.google.com/maps/search/Sopo+Goa+Mapusa
Woodfire Station,5.0,65,Mapusa,https://www.google.com/maps/search/Woodfire+Station+Mapusa
Appetite Classic,3.8,1200,Mapusa,https://www.google.com/maps/search/Appetite+Classic+Mapusa
The Farm Deck Restaurant,4.0,152,Mapusa,https://www.google.com/maps/search/The+Farm+Deck+Restaurant+Mapusa
SALT BAR AND RESTAURANT,4.2,6200,Mapusa,https://www.google.com/maps/search/SALT+BAR+AND+RESTAURANT+Mapusa
Reis Corner Mapusa,4.1,515,Mapusa,https://www.google.com/maps/search/Reis+Corner+Mapusa+Mapusa
Shalini Bar and Restaurant,4.5,378,Mapusa,https://www.google.com/maps/search/Shalini+Bar+and+Restaurant+Mapusa
Blue Star Bar & Restaurant,4.4,174,Mapusa,https://www.google.com/maps/search/Blue+Star+Bar+%26+Restaurant+Mapusa
Shraddha classic canteen,4.5,112,Mapusa,https://www.google.com/maps/search/Shraddha+classic+canteen+Mapusa
Aflatoon Hotel,4.0,907,Mapusa,https://www.google.com/maps/search/Aflatoon+Hotel+Mapusa
Kefi - A Lebanese Café and Bistro and Bar,4.5,1300,Mapusa,https://www.google.com/maps/search/Kefi+-+A+Lebanese+Caf%C3%A9+and+Bistro+and+Bar+Mapusa
House Of Mapusa,4.5,12,Mapusa,https://www.google.com/maps/search/House+Of+Mapusa+Mapusa
Stomach restro & bar,3.8,534,Mapusa,https://www.google.com/maps/search/Stomach+restro+%26+bar+Mapusa
Su-ruchi Restaurant,4.1,134,Mapusa,https://www.google.com/maps/search/Su-ruchi+Restaurant+Mapusa
Heart Beat Family Multi Cuisine Restaurant,3.9,1200,Mapusa,https://www.google.com/maps/search/Heart+Beat+Family+Multi+Cuisine+Restaurant+Mapusa
Khau Galli - मुंबई की गलियों से,4.6,101,Mapusa,https://www.google.com/maps/search/Khau+Galli+-+%E0%A4%AE%E0%A5%81%E0%A4%82%E0%A4%AC%E0%A4%88+%E0%A4%95%E0%A5%80+%E0%A4%97%E0%A4%B2%E0%A4%BF%E0%A4%AF%E0%A5%8B%E0%A4%82+%E0%A4%B8%E0%A5%87+Mapusa
Krupa Restaurant,4.2,161,Mapusa,https://www.google.com/maps/search/Krupa+Restaurant+Mapusa
Annapurna Restaurant,4.1,177,Mapusa,https://www.google.com/maps/search/Annapurna+Restaurant+Mapusa
Unique Restaurant And Bar,3.8,66,Mapusa,https://www.google.com/maps/search/Unique+Restaurant+And+Bar+Mapusa
Goa Food Fort Restaurant,4.6,35,Mapusa,https://www.google.com/maps/search/Goa+Food+Fort+Restaurant+Mapusa
Cafe S. F. Xavier,4.0,790,Mapusa,https://www.google.com/maps/search/Cafe+S.+F.+Xavier+Mapusa
Flying Fish,3.8,341,Mapusa,https://www.google.com/maps/search/Flying+Fish+Mapusa
The pub Restaurant And Bar,4.3,133,Mapusa,https://www.google.com/maps/search/The+pub+Restaurant+And+Bar+Mapusa
C’est La Vie Goa,4.4,603,Mapusa,https://www.google.com/maps/search/C%E2%80%99est+La+Vie+Goa+Mapusa
Lioloco The Bistro,4.6,891,Mapusa,https://www.google.com/maps/search/Lioloco+The+Bistro+Mapusa
New Walke Food Station,3.5,1300,Mapusa,https://www.google.com/maps/search/New+Walke+Food+Station+Mapusa
M/S Cafe Corner,4.2,336,Mapusa,https://www.google.com/maps/search/M%2FS+Cafe+Corner+Mapusa
Ruchik Restaurant,4.4,24,Mapusa,https://www.google.com/maps/search/Ruchik+Restaurant+Mapusa
Laxmi Restaurant,4.3,52,Mapusa,https://www.google.com/maps/search/Laxmi+Restaurant+Mapusa
Shiva hotel,4.2,30,Mapusa,https://www.google.com/maps/search/Shiva+hotel+Mapusa
G. Brother's Restaurant,3.8,69,Mapusa,https://www.google.com/maps/search/G.+Brother%27s+Restaurant+Mapusa
Bhingi's Food Restaurant - Mapusa,3.7,520,Mapusa,https://www.google.com/maps/search/Bhingi%27s+Food+Restaurant+-+Mapusa+Mapusa
Daigo's Cliff Family Restaurant & Sports Bar,4.6,16,Mapusa,https://www.google.com/maps/search/Daigo%27s+Cliff+Family+Restaurant+%26+Sports+Bar+Mapusa
Luis Hill Rock,4.2,58,Mapusa,https://www.google.com/maps/search/Luis+Hill+Rock+Mapusa
Hotel Gharpan / घरपण - कोल्हापुरी चिकन - मटण थाळी,4.9,34,Mapusa,https://www.google.com/maps/search/Hotel+Gharpan+%2F+%E0%A4%98%E0%A4%B0%E0%A4%AA%E0%A4%A3+-+%E0%A4%95%E0%A5%8B%E0%A4%B2%E0%A5%8D%E0%A4%B9%E0%A4%BE%E0%A4%AA%E0%A5%81%E0%A4%B0%E0%A5%80+%E0%A4%9A%E0%A4%BF%E0%A4%95%E0%A4%A8+-+%E0%A4%AE%E0%A4%9F%E0%A4%A3+%E0%A4%A5%E0%A4%BE%E0%A4%B3%E0%A5%80+Mapusa
Cafe Prashant,4.3,148,Mapusa,https://www.google.com/maps/search/Cafe+Prashant+Mapusa
Kalika restaurant & cafe,5.0,3,Mapusa,https://www.google.com/maps/search/Kalika+restaurant+%26+cafe+Mapusa
Cremeux - Mapusa,3.9,1400,Mapusa,https://www.google.com/maps/search/Cremeux+-+Mapusa+Mapusa
FADTE HOTEL& RESTAURANT,4.7,15,Mapusa,https://www.google.com/maps/search/FADTE+HOTEL%26+RESTAURANT+Mapusa
Geetesh Bar & Restaurant,3.8,202,Mapusa,https://www.google.com/maps/search/Geetesh+Bar+%26+Restaurant+Mapusa
Andron Restaurant,4.4,385,Mapusa,https://www.google.com/maps/search/Andron+Restaurant+Mapusa
Hotel Shantadurga Delux,3.8,46,Mapusa,https://www.google.com/maps/search/Hotel+Shantadurga+Delux+Mapusa
The Barcode GOI,4.3,12,Mapusa,https://www.google.com/maps/search/The+Barcode+GOI+Mapusa
Cafe Sai Sadanand,4.0,192,Mapusa,https://www.google.com/maps/search/Cafe+Sai+Sadanand+Mapusa
Udupi Express Kitchen,3.6,152,Mapusa,https://www.google.com/maps/search/Udupi+Express+Kitchen+Mapusa
Sai Leela Family Restaurant,3.5,121,Mapusa,https://www.google.com/maps/search/Sai+Leela+Family+Restaurant+Mapusa
Sufikhana - Delicious and Tasty Biryani in Goa,4.4,93,Mapusa,https://www.google.com/maps/search/Sufikhana+-+Delicious+and+Tasty+Biryani+in+Goa+Mapusa
Three olives,4.5,33,Mapusa,https://www.google.com/maps/search/Three+olives+Mapusa
Ronaldo's Imperial Bar & Restaurant,3.5,501,Mapusa,https://www.google.com/maps/search/Ronaldo%27s+Imperial+Bar+%26+Restaurant+Mapusa
Cafe Krishnai,4.3,369,Mapusa,https://www.google.com/maps/search/Cafe+Krishnai+Mapusa
Biryani Corner mapusa,3.7,78,Mapusa,https://www.google.com/maps/search/Biryani+Corner+mapusa+Mapusa
Hotel Mapusa Cafe,3.9,33,Mapusa,https://www.google.com/maps/search/Hotel+Mapusa+Cafe+Mapusa
Hotel Shri Manjunath Restaurant,4.1,219,Mapusa,https://www.google.com/maps/search/Hotel+Shri+Manjunath+Restaurant+Mapusa
"The Krunch Story ""Chapter 1 - Cafe""",4.2,420,Mapusa,https://www.google.com/maps/search/The+Krunch+Story+%22Chapter+1+-+Cafe%22+Mapusa
DAS RESTAURANT & FAST FOOD CENTRE,4.4,14,Mapusa,https://www.google.com/maps/search/DAS+RESTAURANT+%26+FAST+FOOD+CENTRE+Mapusa
Trishul Bar & Restaurant,4.0,12,Mapusa,https://www.google.com/maps/search/Trishul+Bar+%26+Restaurant+Mapusa
Hotel Zaika,2.8,23,Mapusa,https://www.google.com/maps/search/Hotel+Zaika+Mapusa
Top Kick Bar & Restaurant Mapusa Goa.,3.4,5,Mapusa,https://www.google.com/maps/search/Top+Kick+Bar+%26+Restaurant+Mapusa+Goa.+Mapusa
Hotel Swad,3.8,71,Mapusa,https://www.google.com/maps/search/Hotel+Swad+Mapusa
Cafe Rakhumai's,4.4,63,Mapusa,https://www.google.com/maps/search/Cafe+Rakhumai%27s+Mapusa
Kamaxi By Food Tripper,5.0,16,Mapusa,https://www.google.com/maps/search/Kamaxi+By+Food+Tripper+Mapusa
Moonlight Bar & Restaurant,3.2,49,Mapusa,https://www.google.com/maps/search/Moonlight+Bar+%26+Restaurant+Mapusa
Cafe Aurora,3.9,177,Mapusa,https://www.google.com/maps/search/Cafe+Aurora+Mapusa
