Name,Star,Number,AREA,URL,Score
Jila Bakers and confectioners,4.5,1285,GOA,https://www.google.com/maps/place/Jila+Bakers+and+confectioners/data=!4m7!3m6!1s0x3bbfb054f7d4e441:0xc58e566f7ba7d343!8m2!3d15.332231!4d73.9894786!16s%2Fg%2F1w_vlqm1!19sChIJQeTU91SwvzsRQ9One29WjsU?authuser=0&hl=en&rclk=1,5782.5
Siona Bar & Restaurant,4.3,1342,GOA,https://www.google.com/maps/place/Siona+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbe45514655100d:0xb4e29ed896177b76!8m2!3d15.0131079!4d74.0230833!16s%2Fg%2F11c2pq00rz!19sChIJDRBVRlFFvjsRdnsXltie4rQ?authuser=0&hl=en&rclk=1,5770.6
Azura The Grill Fish,4.5,1266,GOA,https://www.google.com/maps/place/Azura+The+Grill+Fish/data=!4m7!3m6!1s0x3bbfc18e9fc04fd9:0x72946756c0d783b1!8m2!3d15.5182729!4d73.765225!16s%2Fg%2F11s5zd3sx6!19sChIJ2U_An47BvzsRsYPXwFZnlHI?authuser=0&hl=en&rclk=1,5697
Cafe Ashwini,4.3,1312,GOA,https://www.google.com/maps/place/Cafe+Ashwini/data=!4m7!3m6!1s0x3bbfc0ecb3262045:0x8f6385a0a2638af6!8m2!3d15.4874529!4d73.8180647!16s%2Fg%2F11b6nlnpvt!19sChIJRSAms-zAvzsR9opjoqCFY48?authuser=0&hl=en&rclk=1,5641.6
UDUPI HOTEL - Costal Palate,4.6,1221,GOA,https://www.google.com/maps/place/UDUPI+HOTEL+-+Costal+Palate/data=!4m7!3m6!1s0x3bbe5b14d8a2ae29:0xf32733717a172a3b!8m2!3d15.00893!4d74.0408198!16s%2Fg%2F11fm_tkqg6!19sChIJKa6i2BRbvjsROyoXenEzJ_M?authuser=0&hl=en&rclk=1,5616.6
Hill-View Bar and Restaurant,4.2,1304,GOA,https://www.google.com/maps/place/Hill-View+Bar+and+Restaurant/data=!4m7!3m6!1s0x3bbfacfe2f707f55:0xe0e89cf4eca5a025!8m2!3d15.2469953!4d74.0772891!16s%2Fg%2F11c2j14434!19sChIJVX9wL_6svzsRJaCl7PSc6OA?authuser=0&hl=en&rclk=1,5476.8
Fisherman's Local Bar & Restaurant,3.9,1396,GOA,https://www.google.com/maps/place/Fisherman%27s+Local+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbe455168a16481:0xc6966a571a2139f6!8m2!3d15.0123679!4d74.0235583!16s%2Fg%2F11cl_zncbp!19sChIJgWShaFFFvjsR9jkhGldqlsY?authuser=0&hl=en&rclk=1,5444.4
THE SINGH'S FAMILY MULTICUISINE AC RESTAURANT & BAR,4.8,1127,GOA,https://www.google.com/maps/place/THE+SINGH%27S+FAMILY+MULTICUISINE+AC+RESTAURANT+%26+BAR/data=!4m7!3m6!1s0x3bbe4f9e372b72b3:0x2895eb34e8ff2dfa!8m2!3d14.9939865!4d74.0418655!16s%2Fg%2F11l5lynk8l!19sChIJs3IrN55PvjsR-i3_6DTrlSg?authuser=0&hl=en&rclk=1,5409.6
Nireas - Healthy Haven -,4.6,1168,GOA,https://www.google.com/maps/place/Nireas+-+Healthy+Haven+-/data=!4m7!3m6!1s0x3bbe454034344571:0x3afbe960c90e825c!8m2!3d15.0118669!4d74.0244483!16s%2Fg%2F11gs85_m5r!19sChIJcUU0NEBFvjsRXIIOyWDp-zo?authuser=0&hl=en&rclk=1,5372.8
German Bakery,4.1,1310,GOA,https://www.google.com/maps/place/German+Bakery/data=!4m7!3m6!1s0x3bbe4552850cef4d:0x6847b25f61adfa92!8m2!3d15.0093015!4d74.0276567!16s%2Fg%2F11fzv7vp54!19sChIJTe8MhVJFvjsRkvqtYV-yR2g?authuser=0&hl=en&rclk=1,5371
Pathsala Café Goa,4.6,1166,GOA,https://www.google.com/maps/place/Pathsala+Caf%C3%A9+Goa/data=!4m7!3m6!1s0x3bbfb3ee3a5f3d35:0x347bc1b70f5a807e!8m2!3d15.2734767!4d73.9555203!16s%2Fg%2F11pv6y2021!19sChIJNT1fOu6zvzsRfoBaD7fBezQ?authuser=0&hl=en&rclk=1,5363.6
Shri Krishna Pure Veg Restaurant,3.9,1375,GOA,https://www.google.com/maps/place/Shri+Krishna+Pure+Veg+Restaurant/data=!4m7!3m6!1s0x3bbfb80b8a906bf1:0x30265bd5b9537949!8m2!3d15.3884345!4d73.8478872!16s%2Fg%2F11hb2g9_8t!19sChIJ8WuQigu4vzsRSXlTudVbJjA?authuser=0&hl=en&rclk=1,5362.5
Spicy Bella Restaurant,4.3,1236,GOA,https://www.google.com/maps/place/Spicy+Bella+Restaurant/data=!4m7!3m6!1s0x3bbe45511859d009:0x858b3d2faa248e46!8m2!3d15.5314497!4d73.7638951!16s%2Fg%2F1tvyk64c!19sChIJCdBZGFFFvjsRRo4kqi89i4U?authuser=0&hl=en&rclk=1,5314.8
Cafe TATO,3.9,1359,GOA,https://www.google.com/maps/place/Cafe+TATO/data=!4m7!3m6!1s0x3bbfc7bcfe252f53:0xdec6fd8f3c1e2acd!8m2!3d15.3987839!4d73.8155347!16s%2Fg%2F11c2j53dls!19sChIJUy8l_rzHvzsRzSoePI_9xt4?authuser=0&hl=en&rclk=1,5300.1
Colors Restaurant & Bar.,4.2,1261,GOA,https://www.google.com/maps/place/Colors+Restaurant+%26+Bar./data=!4m7!3m6!1s0x3bbfc1d424844e1d:0x36aa179301a50e51!8m2!3d15.5434866!4d73.7895643!16s%2Fg%2F11b6dq80yl!19sChIJHU6EJNTBvzsRUQ6lAZMXqjY?authuser=0&hl=en&rclk=1,5296.2
Vinanti Restaurant & Bar,4.2,1256,GOA,https://www.google.com/maps/place/Vinanti+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc08e645c34e5:0x2af45da3ec122460!8m2!3d15.5008732!4d73.8280056!16s%2Fg%2F1trcdwf_!19sChIJ5TRcZI7AvzsRYCQS7KNd9Co?authuser=0&hl=en&rclk=1,5275.2
Biryani Streat Safari,4,1309,GOA,https://www.google.com/maps/place/Biryani+Streat+Safari/data=!4m7!3m6!1s0x3bbfb80c6b5914ed:0x902ecef38276f963!8m2!3d15.3885583!4d73.8489068!16s%2Fg%2F11c1tjgvdk!19sChIJ7RRZawy4vzsRY_l2gvPOLpA?authuser=0&hl=en&rclk=1,5236
Meera Bai Pure Veg Restaurant,4.7,1114,GOA,https://www.google.com/maps/place/Meera+Bai+Pure+Veg+Restaurant/data=!4m7!3m6!1s0x3bbfc1f32bdd6479:0x337b20e0ceba3e95!8m2!3d15.5084964!4d73.7696226!16s%2Fg%2F11v5f036zm!19sChIJeWTdK_PBvzsRlT66zuAgezM?authuser=0&hl=en&rclk=1,5235.8
Mollu's Classic Multicuisine Restaurant,4.1,1277,GOA,https://www.google.com/maps/place/Mollu%27s+Classic+Multicuisine+Restaurant/data=!4m7!3m6!1s0x3bbe5aacb82007a1:0x9001f0e5b588decf!8m2!3d15.0133097!4d74.0307884!16s%2Fg%2F1q5bl_d35!19sChIJoQcguKxavjsRz96IteXwAZA?authuser=0&hl=en&rclk=1,5235.7
Nanbai,4.5,1160,GOA,https://www.google.com/maps/place/Nanbai/data=!4m7!3m6!1s0x3bbfc195e2494e9b:0x6722c159d0abde37!8m2!3d15.4842913!4d73.8131214!16s%2Fg%2F11p5spnb7l!19sChIJm05J4pXBvzsRN96r0FnBImc?authuser=0&hl=en&rclk=1,5220
MALLU REPUBLIC,4.2,1241,GOA,https://www.google.com/maps/place/MALLU+REPUBLIC/data=!4m7!3m6!1s0x3bbfc1f554edfae1:0xc74591a4eea99530!8m2!3d15.4855074!4d73.8208691!16s%2Fg%2F11rd5j5ctb!19sChIJ4frtVPXBvzsRMJWp7qSRRcc?authuser=0&hl=en&rclk=1,5212.2
Lemon Chilli,4.8,1072,GOA,https://www.google.com/maps/place/Lemon+Chilli/data=!4m7!3m6!1s0x3bbfc1e7670272f5:0x95d505f236fa2533!8m2!3d15.5300842!4d73.8229775!16s%2Fg%2F11m7pk6g1x!19sChIJ9XICZ-fBvzsRMyX6NvIF1ZU?authuser=0&hl=en&rclk=1,5145.6
Kokum Curry Candolim,4.3,1195,GOA,https://www.google.com/maps/place/Kokum+Curry+Candolim/data=!4m7!3m6!1s0x3bbfc149954a262b:0xc17098809ce47304!8m2!3d15.516067!4d73.7685418!16s%2Fg%2F11rdvt2g2v!19sChIJKyZKlUnBvzsRBHPknICYcME?authuser=0&hl=en&rclk=1,5138.5
JAIN ROTI WALA PURE VEG RESTAURANT,4.6,1117,GOA,https://www.google.com/maps/place/JAIN+ROTI+WALA+PURE+VEG+RESTAURANT/data=!4m7!3m6!1s0x3bbfc1dc218d50f9:0x11a1abb5990395b2!8m2!3d15.5184193!4d73.7679898!16s%2Fg%2F11lt5d0bvv!19sChIJ-VCNIdzBvzsRspUDmbWroRE?authuser=0&hl=en&rclk=1,5138.2
"La Portuguesa, Candolim, Goa",3.9,1309,GOA,"https://www.google.com/maps/place/La+Portuguesa,+Candolim,+Goa/data=!4m10!3m9!1s0x3bbfc18133a61bb5:0xbab39ff46d7ea4fe!5m2!4m1!1i2!8m2!3d15.5181243!4d73.7675882!16s%2Fg%2F11f6_590g3!19sChIJtRumM4HBvzsR_qR-bfSfs7o?authuser=0&hl=en&rclk=1",5105.1
"Elephant and Co. Anjuna, Goa",4.7,1071,GOA,"https://www.google.com/maps/place/Elephant+and+Co.+Anjuna,+Goa/data=!4m7!3m6!1s0x3bbfeb02735d9027:0x2e9651cb11e4306b!8m2!3d15.5771633!4d73.7522846!16s%2Fg%2F11rqn_9_jp!19sChIJJ5BdcwLrvzsRazDkEctRli4?authuser=0&hl=en&rclk=1",5033.7
Hospedaria Venite Restaurant & Bar,4.4,1144,GOA,https://www.google.com/maps/place/Hospedaria+Venite+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc08672b1ee27:0x3ac694a68505f5c7!8m2!3d15.4995621!4d73.8316125!16s%2Fg%2F1td1sx3l!19sChIJJ-6xcobAvzsRx_UFhaaUxjo?authuser=0&hl=en&rclk=1,5033.6
Ciarans,4.2,1191,GOA,https://www.google.com/maps/place/Ciarans/data=!4m10!3m9!1s0x3bbe45519fa08447:0xddd715b4e8a7fc2e!5m2!4m1!1i2!8m2!3d15.0106767!4d74.022787!16s%2Fg%2F1td7lrm3!19sChIJR4Sgn1FFvjsRLvyn6LQV190?authuser=0&hl=en&rclk=1,5002.2
Milmar Sams,4.2,1188,GOA,https://www.google.com/maps/place/Milmar+Sams/data=!4m7!3m6!1s0x3bbe4cc6bc11520d:0x3b76a36afcecc2fd!8m2!3d15.1810598!4d73.9643544!16s%2Fg%2F12626qyw_!19sChIJDVIRvMZMvjsR_cLs_Gqjdjs?authuser=0&hl=en&rclk=1,4989.6
The Mill,4.4,1123,GOA,https://www.google.com/maps/place/The+Mill/data=!4m7!3m6!1s0x3bbe455ea84332c7:0xe70431e80d449723!8m2!3d15.0110026!4d74.0278476!16s%2Fg%2F11j7vtb1wf!19sChIJxzJDqF5FvjsRI5dEDegxBOc?authuser=0&hl=en&rclk=1,4941.2
Goenchin,4.3,1143,GOA,https://www.google.com/maps/place/Goenchin/data=!4m7!3m6!1s0x3bbfc08e5c727cd7:0xb3f4101a3bd3f56c!8m2!3d15.4967282!4d73.8273261!16s%2Fg%2F1v1sjnr2!19sChIJ13xyXI7AvzsRbPXTOxoQ9LM?authuser=0&hl=en&rclk=1,4914.9
Turmeric Kitchen & Bar,4.2,1140,GOA,https://www.google.com/maps/place/Turmeric+Kitchen+%26+Bar/data=!4m7!3m6!1s0x3bbfc1f8f243bfa1:0x23342bef1636549b!8m2!3d15.5264278!4d73.826179!16s%2Fg%2F11r9gc_dny!19sChIJob9D8vjBvzsRm1Q2Fu8rNCM?authuser=0&hl=en&rclk=1,4788
The Mango Grove Bar & Restaurant,4.1,1166,GOA,https://www.google.com/maps/place/The+Mango+Grove+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbfc19682c3d989:0x11b4bb4304b3e610!8m2!3d15.5171542!4d73.7677522!16s%2Fg%2F11b6hffz4m!19sChIJidnDgpbBvzsREOazBEO7tBE?authuser=0&hl=en&rclk=1,4780.6
Heart Beat Family Multi Cuisine Restaurant,3.9,1222,GOA,https://www.google.com/maps/place/Heart+Beat+Family+Multi+Cuisine+Restaurant/data=!4m7!3m6!1s0x3bbfebf2e2610695:0x73549815cdcf0a0a!8m2!3d15.6055505!4d73.8223739!16s%2Fg%2F1v_z7bxc!19sChIJlQZh4vLrvzsRCgrPzRWYVHM?authuser=0&hl=en&rclk=1,4765.8
Girish Family Restaurant & Bar,3.8,1246,GOA,https://www.google.com/maps/place/Girish+Family+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfac649b285699:0x91d60c8f80d87094!8m2!3d15.2591378!4d74.1100125!16s%2Fg%2F1trtsry2!19sChIJmVYom2SsvzsRlHDYgI8M1pE?authuser=0&hl=en&rclk=1,4734.8
Laxmi Veg Restaurant,3.7,1272,GOA,https://www.google.com/maps/place/Laxmi+Veg+Restaurant/data=!4m7!3m6!1s0x3bbfb3d6eb16f6f7:0xb8d071f9236da1aa!8m2!3d15.2846052!4d73.9754852!16s%2Fg%2F1hm52_j1m!19sChIJ9_YW69azvzsRqqFtI_lx0Lg?authuser=0&hl=en&rclk=1,4706.4
"Pizza Hut | Vasco Da Gama, Goa",4.7,1001,GOA,"https://www.google.com/maps/place/Pizza+Hut+%7C+Vasco+Da+Gama,+Goa/data=!4m7!3m6!1s0x3bbfc72e7ded91b7:0x8cf31cc70c13db4!8m2!3d15.3971447!4d73.8129715!16s%2Fg%2F11t6_rwqrm!19sChIJt5HtfS7HvzsRtD3BcMwxzwg?authuser=0&hl=en&rclk=1",4704.7
Wow! Momo,4.3,1091,GOA,https://www.google.com/maps/place/Wow!+Momo/data=!4m7!3m6!1s0x3bbfb34305a0adbf:0x802ade25942ecfe7!8m2!3d15.2750669!4d73.9581587!16s%2Fg%2F11sh6dpwj9!19sChIJv62gBUOzvzsR588ulCXeKoA?authuser=0&hl=en&rclk=1,4691.3
THE HUNGRY HORNBILL BY FAT PANDA,4.4,1039,GOA,https://www.google.com/maps/place/THE+HUNGRY+HORNBILL+BY+FAT+PANDA/data=!4m7!3m6!1s0x3bbfc197a4499f67:0xae9206091a2d59b6!8m2!3d15.5137054!4d73.7689668!16s%2Fg%2F11byx8n6jg!19sChIJZ59JpJfBvzsRtlktGgkGkq4?authuser=0&hl=en&rclk=1,4571.6
George Restaurant & Bar,4.1,1096,GOA,https://www.google.com/maps/place/George+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc083f70f399d:0xfa6a8902bae0ac4!8m2!3d15.4988201!4d73.8287745!16s%2Fg%2F1tfk7gbb!19sChIJnTkP94PAvzsRxAquK5Copg8?authuser=0&hl=en&rclk=1,4493.6
Legacy of Bombay pure veg restaurant,4.1,1091,GOA,https://www.google.com/maps/place/Legacy+of+Bombay+pure+veg+restaurant/data=!4m7!3m6!1s0x3bbfc08ea2eba1d3:0x326b1068e3894288!8m2!3d15.4971532!4d73.8247458!16s%2Fg%2F11bw2hpfxq!19sChIJ06Hroo7AvzsRiEKJ42gQazI?authuser=0&hl=en&rclk=1,4473.1
Aloms Bar and Restaurant,3.8,1175,GOA,https://www.google.com/maps/place/Aloms+Bar+and+Restaurant/data=!4m7!3m6!1s0x3bbfb3de751c884f:0x31905cf3ecb23451!8m2!3d15.2820453!4d73.9611241!16s%2Fg%2F12lks353x!19sChIJT4gcdd6zvzsRUTSy7PNckDE?authuser=0&hl=en&rclk=1,4465
"Miri | Global Fusion Dining | Miramar, Panjim",4.6,962,GOA,"https://www.google.com/maps/place/Miri+%7C+Global+Fusion+Dining+%7C+Miramar,+Panjim/data=!4m7!3m6!1s0x3bbfc1f028696e4d:0x689bc50ce1e5443f!8m2!3d15.4846455!4d73.8126164!16s%2Fg%2F11rvjkc7sf!19sChIJTW5pKPDBvzsRP0Tl4QzFm2g?authuser=0&hl=en&rclk=1",4425.2
Mom's Recipes Pilar,4.7,941,GOA,https://www.google.com/maps/place/Mom%27s+Recipes+Pilar/data=!4m7!3m6!1s0x3bbfb93aa2985aa7:0x4d390eadd55cfa06!8m2!3d15.4400356!4d73.9014003!16s%2Fg%2F11tjby6bjs!19sChIJp1qYojq5vzsRBvpc1a0OOU0?authuser=0&hl=en&rclk=1,4422.7
Appetite Classic,3.8,1162,GOA,https://www.google.com/maps/place/Appetite+Classic/data=!4m7!3m6!1s0x3bbfeb1b690849f3:0x9bfd0dccc18c4f8!8m2!3d15.6009234!4d73.8082656!16s%2Fg%2F1tfcg67r!19sChIJ80kIaRvrvzsR-MQYzNzQvwk?authuser=0&hl=en&rclk=1,4415.6
Amboli Spice Fly Restaurant & Bar,4,1093,GOA,https://www.google.com/maps/place/Amboli+Spice+Fly+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfc08edd595f89:0x236ddefb3e70147c!8m2!3d15.4977558!4d73.8266613!16s%2Fg%2F11cs17xnf1!19sChIJiV9Z3Y7AvzsRfBRwPvvebSM?authuser=0&hl=en&rclk=1,4372
Magzika Beach Shack,4.2,1033,GOA,https://www.google.com/maps/place/Magzika+Beach+Shack/data=!4m7!3m6!1s0x3bbfb6990eab5a61:0x7eb40e9c97f350a9!8m2!3d15.2916478!4d73.9086334!16s%2Fg%2F11b6p2kv27!19sChIJYVqrDpm2vzsRqVDzl5wOtH4?authuser=0&hl=en&rclk=1,4338.6
Adarsh Restaurant,3.8,1134,GOA,https://www.google.com/maps/place/Adarsh+Restaurant/data=!4m7!3m6!1s0x3bbfc7bbc312eba5:0x54f3843c4e397840!8m2!3d15.3963739!4d73.8108661!16s%2Fg%2F11b6s22ndf!19sChIJpesSw7vHvzsRQHg5TjyE81Q?authuser=0&hl=en&rclk=1,4309.2
Kandeel Family Restaurant and Bar,3.8,1131,GOA,https://www.google.com/maps/place/Kandeel+Family+Restaurant+and+Bar/data=!4m7!3m6!1s0x3bbfb22b898f5a29:0x203fcc2b255f2e4a!8m2!3d15.2730271!4d73.9586564!16s%2Fg%2F11f4wtd2d6!19sChIJKVqPiSuyvzsRSi5fJSvMPyA?authuser=0&hl=en&rclk=1,4297.8
Antonio@31,4.4,963,GOA,https://www.google.com/maps/place/Antonio@31/data=!4m7!3m6!1s0x3bbfc13376978571:0xf29136c65bcb6f4d!8m2!3d15.4984898!4d73.8315368!16s%2Fg%2F11ll6cl0d7!19sChIJcYWXdjPBvzsRTW_LW8Y2kfI?authuser=0&hl=en&rclk=1,4237.2
Udupi Hotel Pure Vegetarian,3.9,1085,GOA,https://www.google.com/maps/place/Udupi+Hotel+Pure+Vegetarian/data=!4m7!3m6!1s0x3bbfc7bb81bea789:0xfcd08df4a80d3ac8!8m2!3d15.3984406!4d73.8122423!16s%2Fg%2F11ddxn_4xh!19sChIJiae-gbvHvzsRyDoNqPSN0Pw?authuser=0&hl=en&rclk=1,4231.5
Pai Palace,3.7,1133,GOA,https://www.google.com/maps/place/Pai+Palace/data=!4m7!3m6!1s0x3bbfb3c25ea5a8bf:0x4491f602b8874b1b!8m2!3d15.2840971!4d73.9779973!16s%2Fg%2F11b8b2nlcq!19sChIJv6ilXsKzvzsRG0uHuAL2kUQ?authuser=0&hl=en&rclk=1,4192.1
Cafe Tato Panjim Church,4.3,974,GOA,https://www.google.com/maps/place/Cafe+Tato+Panjim+Church/data=!4m7!3m6!1s0x3bbfc08e645c34e5:0xf46c06134b27cbde!8m2!3d15.4995842!4d73.8289475!16s%2Fg%2F1hbpwq0ql!19sChIJ5TRcZI7AvzsR3ssnSxMGbPQ?authuser=0&hl=en&rclk=1,4188.2
Mafia Cocktail,4.4,937,GOA,https://www.google.com/maps/place/Mafia+Cocktail/data=!4m7!3m6!1s0x3bbfc04c1ccd58b3:0xebc1e56c24fda05a!8m2!3d15.5190549!4d73.8005368!16s%2Fg%2F11b6j7z2gx!19sChIJs1jNHEzAvzsRWqD9JGzlwes?authuser=0&hl=en&rclk=1,4122.8
Goan Hut Beach Shack,4.3,956,GOA,https://www.google.com/maps/place/Goan+Hut+Beach+Shack/data=!4m7!3m6!1s0x3bbfc19a221d2215:0x634ffd3bf879c18f!8m2!3d15.5099778!4d73.765253!16s%2Fg%2F11bwgdrjzr!19sChIJFSIdIprBvzsRj8F5-Dv9T2M?authuser=0&hl=en&rclk=1,4110.8
Lioloco The Bistro,4.6,891,GOA,https://www.google.com/maps/place/Lioloco+The+Bistro/data=!4m7!3m6!1s0x3bbfeb1b62c8deff:0xd89c102647865e20!8m2!3d15.600856!4d73.8083372!16s%2Fg%2F11f15fgmwf!19sChIJ_97IYhvrvzsRIF6GRyYQnNg?authuser=0&hl=en&rclk=1,4098.6
WOW Family Restaurant & Bar (Tiger Bar),3.8,1066,GOA,https://www.google.com/maps/place/WOW+Family+Restaurant+%26+Bar+%28Tiger+Bar%29/data=!4m7!3m6!1s0x3bbfc19f5d7607b9:0x5407fd825c37540e!8m2!3d15.5048522!4d73.7706079!16s%2Fg%2F11b6d1qq4b!19sChIJuQd2XZ_BvzsRDlQ3XIL9B1Q?authuser=0&hl=en&rclk=1,4050.8
BABA'S LITTLE ITALY BAR AND RESTAURANT,4.4,909,GOA,https://www.google.com/maps/place/BABA%27S+LITTLE+ITALY+BAR+AND+RESTAURANT/data=!4m7!3m6!1s0x3bbe4591b6d4de2f:0x80b553d12270536d!8m2!3d15.0122105!4d74.0218611!16s%2Fg%2F11kprm1s_9!19sChIJL97UtpFFvjsRbVNwItFTtYA?authuser=0&hl=en&rclk=1,3999.6
Sanil Bar & Restaurant,4.3,929,GOA,https://www.google.com/maps/place/Sanil+Bar+%26+Restaurant/data=!4m7!3m6!1s0x3bbfc03d4c76e437:0xa06f97a466576aab!8m2!3d15.5376601!4d73.8173211!16s%2Fg%2F11bwptsb4w!19sChIJN-R2TD3AvzsRq2pXZqSXb6A?authuser=0&hl=en&rclk=1,3994.7
Petisco- Kitchen & Bar,4.6,864,GOA,https://www.google.com/maps/place/Petisco-+Kitchen+%26+Bar/data=!4m7!3m6!1s0x3bbfc122a95e4073:0x1a63714d5450d157!8m2!3d15.4995841!4d73.8287432!16s%2Fg%2F11hf8d71n9!19sChIJc0BeqSLBvzsRV9FQVE1xYxo?authuser=0&hl=en&rclk=1,3974.4
Viggis Multicuisine Restaurant with Bistro,4.2,942,GOA,https://www.google.com/maps/place/Viggis+Multicuisine+Restaurant+with+Bistro/data=!4m7!3m6!1s0x3bbfeb88c43105ad:0x61c962100f9466d9!8m2!3d15.6039229!4d73.8249459!16s%2Fg%2F11f5v8lxdd!19sChIJrQUxxIjrvzsR2WaUDxBiyWE?authuser=0&hl=en&rclk=1,3956.4
Zidan's Food Court,4.4,898,GOA,https://www.google.com/maps/place/Zidan%27s+Food+Court/data=!4m7!3m6!1s0x3bbe4cbbfffffff1:0xd98d043f61805fd0!8m2!3d15.17956!4d73.9480872!16s%2Fg%2F11fy0mjs9t!19sChIJ8f___7tMvjsR0F-AYT8Ejdk?authuser=0&hl=en&rclk=1,3951.2
Mollu's Classic,4,976,GOA,https://www.google.com/maps/place/Mollu%27s+Classic/data=!4m7!3m6!1s0x3bbfb1dd03129157:0x699627805a1402c3!8m2!3d15.2924442!4d73.9563125!16s%2Fg%2F11fl0x3b51!19sChIJV5ESA92xvzsRwwIUWoAnlmk?authuser=0&hl=en&rclk=1,3904
Al Zargham Family Restaurant,4.6,843,GOA,https://www.google.com/maps/place/Al+Zargham+Family+Restaurant/data=!4m7!3m6!1s0x3bbfb3913da55963:0xd17ac2b98b271e88!8m2!3d15.2739329!4d73.9590348!16s%2Fg%2F11jzz3f05x!19sChIJY1mlPZGzvzsRiB4ni7nCetE?authuser=0&hl=en&rclk=1,3877.8
Three Kisses Restaurant 'N' Feni Bar,4.3,901,GOA,https://www.google.com/maps/place/Three+Kisses+Restaurant+%27N%27+Feni+Bar/data=!4m7!3m6!1s0x3bbfb47b5901a885:0x312d0fc897d55966!8m2!3d15.2458902!4d73.9256595!16s%2Fg%2F11ynrjvx5!19sChIJhagBWXu0vzsRZlnVl8gPLTE?authuser=0&hl=en&rclk=1,3874.3
Ceskaz Deli Cafe,4.5,860,GOA,https://www.google.com/maps/place/Ceskaz+Deli+Cafe/data=!4m7!3m6!1s0x3bbfb3a27124a993:0x4a6b10e54100ffd4!8m2!3d15.2775608!4d73.9592941!16s%2Fg%2F11qql4vhhv!19sChIJk6kkcaKzvzsR1P8AQeUQa0o?authuser=0&hl=en&rclk=1,3870
Matsya Sagar Family Restaurant and bar,4,948,GOA,https://www.google.com/maps/place/Matsya+Sagar+Family+Restaurant+and+bar/data=!4m7!3m6!1s0x3bbfc0165797eb41:0xde91c843aa3e9637!8m2!3d15.5349082!4d73.8211815!16s%2Fg%2F11b8_wb7vm!19sChIJQeuXVxbAvzsRN5Y-qkPIkd4?authuser=0&hl=en&rclk=1,3792
La Fetta,4.7,803,GOA,https://www.google.com/maps/place/La+Fetta/data=!4m7!3m6!1s0x3bbe5b10104c07d9:0x381728e6e49f71ed!8m2!3d15.0008693!4d74.0339579!16s%2Fg%2F11p6wycfvw!19sChIJ2QdMEBBbvjsR7XGf5OYoFzg?authuser=0&hl=en&rclk=1,3774.1
Karlton's Horizon Grill,4.4,852,GOA,https://www.google.com/maps/place/Karlton%27s+Horizon+Grill/data=!4m7!3m6!1s0x3bbfc19831b64031:0x3e52b5a08ba5045e!8m2!3d15.510878!4d73.768923!16s%2Fg%2F1tfnx0td!19sChIJMUC2MZjBvzsRXgSli6C1Uj4?authuser=0&hl=en&rclk=1,3748.8
The Rooster,4.2,891,GOA,https://www.google.com/maps/place/The+Rooster/data=!4m7!3m6!1s0x3bbfc771ae02f8dd:0x7e1a982ea56e79b0!8m2!3d15.397915!4d73.8326314!16s%2Fg%2F11c6cj5n3b!19sChIJ3fgCrnHHvzsRsHlupS6YGn4?authuser=0&hl=en&rclk=1,3742.2
Heera Classic Kitchen & Bar,4.1,912,GOA,https://www.google.com/maps/place/Heera+Classic+Kitchen+%26+Bar/data=!4m7!3m6!1s0x3bbfeae423deea23:0x7a6e9a41a7ed86a8!8m2!3d15.5908313!4d73.8063052!16s%2Fg%2F11b6mld1px!19sChIJI-reI-TqvzsRqIbtp0Gabno?authuser=0&hl=en&rclk=1,3739.2
Cinnamon,3.9,958,GOA,https://www.google.com/maps/place/Cinnamon/data=!4m7!3m6!1s0x3bbfb3dca8271335:0xd79b83d0587caba3!8m2!3d15.277133!4d73.965361!16s%2Fg%2F11bzsbbdch!19sChIJNRMnqNyzvzsRo6t8WNCDm9c?authuser=0&hl=en&rclk=1,3736.2
Edu's Multi Cuisine Restaurant,4.4,847,GOA,https://www.google.com/maps/place/Edu%27s+Multi+Cuisine+Restaurant/data=!4m7!3m6!1s0x3bbfc0ec1b5ff219:0x61703a40b7b2b39!8m2!3d15.4870352!4d73.8109636!16s%2Fg%2F1tjl4bqc!19sChIJGfJfG-zAvzsROSt7C6QDFwY?authuser=0&hl=en&rclk=1,3726.8
The Black Sheep Bistro Aguad,4.6,797,GOA,https://www.google.com/maps/place/The+Black+Sheep+Bistro+Aguad/data=!4m7!3m6!1s0x3bbfc168aa08613f:0x51b8f466afe4319e!8m2!3d15.4926618!4d73.7770435!16s%2Fg%2F11h07x_5xf!19sChIJP2EIqmjBvzsRnjHkr2b0uFE?authuser=0&hl=en&rclk=1,3666.2
The Brasserie,4.3,851,GOA,https://www.google.com/maps/place/The+Brasserie/data=!4m7!3m6!1s0x3bbfc0e8524027c1:0x187cad28100b514b!8m2!3d15.4821453!4d73.8095423!16s%2Fg%2F11c0w0vk02!19sChIJwSdAUujAvzsRS1ELECitfBg?authuser=0&hl=en&rclk=1,3659.3
