URL,Name,Star,Number,AREA,Score
https://www.google.com/maps/place/Tuscany+Gardens+Candolim/data=!4m7!3m6!1s0x3bbfc19f86e93407:0xf1cac6de70f4105!8m2!3d15.5029052!4d73.7713922!16s%2Fg%2F1q62crt4r!19sChIJBzTphp_BvzsRBUEP522sHA8?authuser=0&hl=en&rclk=1,Tuscany Gardens Candolim,4.4,2614,Candolim,11501.6
https://www.google.com/maps/place/Mike%27s+Place/data=!4m10!3m9!1s0x3bbe4ca28539f491:0x5e1ece9ce2961de1!5m2!4m1!1i2!8m2!3d15.1740539!4d73.9460355!16s%2Fg%2F11byxg60bw!19sChIJkfQ5haJMvjsR4R2W4pzOHl4?authuser=0&hl=en&rclk=1,Mike's Place,4.3,2635,Goa University,11330.5
https://www.google.com/maps/place/Mojigao/data=!4m7!3m6!1s0x3bbfeb0dc2fec917:0x1734d6c129df45f6!8m2!3d15.6035751!4d73.791451!16s%2Fg%2F11gyy8wr4q!19sChIJF8n-wg3rvzsR9kXfKcHWNBc?authuser=0&hl=en&rclk=1,Mojigao,4.5,2503,Siolim,11263.5
https://www.google.com/maps/place/Cota+Cozinha/data=!4m7!3m6!1s0x3bbfb7bf770576eb:0x62bd76bae1cba1!8m2!3d15.3010663!4d73.9257763!16s%2Fg%2F11h07kg4bj!19sChIJ63YFd7-3vzsRocvhuna9YgA?authuser=0&hl=en&rclk=1,Cota Cozinha,4.6,2415,Nuvem,11109.0
https://www.google.com/maps/place/Angry+Sardar+Courtyard/data=!4m7!3m6!1s0x3bbfe980aae6e3df:0x2475bcde7202fee!8m2!3d15.5844564!4d73.7470636!16s%2Fg%2F11gcxx6wp0!19sChIJ3-PmqoDpvzsR7i8g581bRwI?authuser=0&hl=en&rclk=1,Angry Sardar Courtyard,4.1,2646,Anjuna,10848.6
https://www.google.com/maps/place/Shivers+Garden+Bar+%26+Restaurant+Goa/data=!4m7!3m6!1s0x3bbfc1a1d0cfabab:0x6145a079cbbdbf4d!8m2!3d15.50396!4d73.7717029!16s%2Fg%2F1hhvzb18r!19sChIJq6vP0KHBvzsRTb-9y3mgRWE?authuser=0&hl=en&rclk=1,Shivers Garden Bar & Restaurant Goa,4.6,2294,Candolim,10552.4
https://www.google.com/maps/place/Ratnasagar+Family+Restaurant+%26+Bar/data=!4m7!3m6!1s0x3bbfbef2f85f81cb:0x3b1e10473e01f7da!8m2!3d15.501841!4d73.9097185!16s%2Fg%2F11b6r_23f_!19sChIJy4Ff-PK-vzsR2vcBPkcQHjs?authuser=0&hl=en&rclk=1,Ratnasagar Family Restaurant & Bar,4.0,2498,Goa University,9992.0
https://www.google.com/maps/place/Cafe+Jazz/data=!4m7!3m6!1s0x3bbfc196f534e177:0x40c466408d60d818!8m2!3d15.5159807!4d73.7682876!16s%2Fg%2F11c5952zsg!19sChIJd-E09ZbBvzsRGNhgjUBmxEA?authuser=0&hl=en&rclk=1,Cafe Jazz,4.2,2339,Candolim,9823.8
https://www.google.com/maps/place/Wok+%26+Roll+Restaurant/data=!4m7!3m6!1s0x3bbfc10a2c436651:0xb1719bd25de3f6d2!8m2!3d15.4982847!4d73.7768616!16s%2Fg%2F11b6g9gxfv!19sChIJUWZDLArBvzsR0vbjXdKbcbE?authuser=0&hl=en&rclk=1,Wok & Roll Restaurant,4.5,2162,Candolim,9729.0
https://www.google.com/maps/place/Yazu+%E2%80%93+Pan+Asian+Beach+Club/data=!4m7!3m6!1s0x3bbfc168c050f053:0xafc580125d4bdd5a!8m2!3d15.5050497!4d73.7670976!16s%2Fg%2F11fs0gbcmj!19sChIJU_BQwGjBvzsRWt1LXRKAxa8?authuser=0&hl=en&rclk=1,Yazu – Pan Asian Beach Club,4.6,2102,Candolim,9669.2
https://www.google.com/maps/place/The+Bigg+Mouth+Bar+%26+Restaurant+Goa/data=!4m7!3m6!1s0x3bbfc198ece76659:0x308589c8c48d7a56!8m2!3d15.5081201!4d73.7697217!16s%2Fg%2F11c5_vrgpt!19sChIJWWbn7JjBvzsRVnqNxMiJhTA?authuser=0&hl=en&rclk=1,The Bigg Mouth Bar & Restaurant Goa,4.8,2012,Candolim,9657.6
https://www.google.com/maps/place/Maka+Zai+Goan+Restaurant+%26+Feni+Cocktails/data=!4m7!3m6!1s0x3bbfeb0e8218e0cd:0xe42dcabd8688d6aa!8m2!3d15.5927751!4d73.7596973!16s%2Fg%2F11lh5psz_6!19sChIJzeAYgg7rvzsRqtaIhr3KLeQ?authuser=0&hl=en&rclk=1,Maka Zai Goan Restaurant & Feni Cocktails,4.8,2002,Anjuna,9609.6
https://www.google.com/maps/place/Perfect+Cup+-+Cafe+Bar/data=!4m7!3m6!1s0x3bbfc1d96b424733:0x4c8b16bfaf04cd1!8m2!3d15.4836849!4d73.8091899!16s%2Fg%2F11j136t5j0!19sChIJM0dCa9nBvzsR0Uzw-muxyAQ?authuser=0&hl=en&rclk=1,Perfect Cup - Cafe Bar,4.3,2201,Dona Paula,9464.3
https://www.google.com/maps/place/Domino%27s+Pizza/data=!4m7!3m6!1s0x3bbfb80c6272703d:0x441b7beec82d1ae3!8m2!3d15.3898668!4d73.8487834!16s%2Fg%2F1pyqsx2ph!19sChIJPXByYgy4vzsR4xotyO57G0Q?authuser=0&hl=en&rclk=1,Domino's Pizza,3.9,2322,Chicalim,9055.8
https://www.google.com/maps/place/Domino%27s+Pizza+-+Dona+Paula/data=!4m7!3m6!1s0x3bbfc1fb055abe57:0xe1c77cd5aa6e520e!8m2!3d15.459473!4d73.803781!16s%2Fg%2F11b6rzct2z!19sChIJV75aBfvBvzsRDlJuqtV8x-E?authuser=0&hl=en&rclk=1,Domino's Pizza - Dona Paula,3.8,2366,Dona Paula,8990.8
https://www.google.com/maps/place/Casa+Bhonsle+Restaurant+and+Bar/data=!4m7!3m6!1s0x3bbfc088d9d7fc0d:0xd17bb15a7593c335!8m2!3d15.4995786!4d73.8274605!16s%2Fg%2F11bwqbmyjl!19sChIJDfzX2YjAvzsRNcOTdVqxe9E?authuser=0&hl=en&rclk=1,Casa Bhonsle Restaurant and Bar,4.2,2127,Dona Paula,8933.4
